time,ambientTemperature,surfTemp100mA,newsurfTemp100mA,surfTemp50mA,surfTemp30mA
11671,28.099557,29.52,29.516,29.5106,29.513
11681,28.099728,29.52,29.516,29.5106,29.513
11691,28.099899,29.52,29.516,29.5106,29.513
11701,28.10007,29.52,29.516,29.5106,29.513
11711,28.100241,29.52,29.516,29.5106,29.513
11721,28.100412,29.52,29.516,29.5106,29.513
11731,28.100583,29.52,29.516,29.5106,29.513
11741,28.100754,29.52,29.516,29.5106,29.513
11751,28.100925,29.62,29.616,29.6106,29.613
11761,28.101096,29.52,29.516,29.5106,29.513
11771,28.101267,29.52,29.516,29.5106,29.513
11781,28.101438,29.52,29.516,29.5106,29.513
11791,28.101609,29.52,29.516,29.5106,29.513
11801,28.10178,29.52,29.516,29.5106,29.513
11811,28.101951,29.52,29.516,29.5106,29.513
11821,28.102122,29.52,29.516,29.5106,29.513
11831,28.102293,29.52,29.516,29.5106,29.513
11841,28.102464,29.52,29.516,29.5106,29.513
11851,28.102635,29.52,29.516,29.5106,29.513
11861,28.102806,29.52,29.516,29.5106,29.513
11871,28.102977,29.52,29.516,29.5106,29.513
11881,28.103148,29.52,29.516,29.5106,29.513
11891,28.103319,29.52,29.516,29.5106,29.513
11901,28.10349,29.52,29.516,29.5106,29.513
11911,28.103661,29.52,29.516,29.5106,29.513
11921,28.103832,29.52,29.516,29.5106,29.513
11931,28.104003,29.52,29.516,29.5106,29.513
11941,28.104174,29.52,29.516,29.5106,29.513
11951,28.104345,29.62,29.616,29.6106,29.613
11961,28.104516,29.52,29.516,29.5106,29.513
11971,28.104687,29.52,29.516,29.5106,29.513
11981,28.104858,29.52,29.516,29.5106,29.513
11991,28.105029,29.52,29.516,29.5106,29.513
12001,28.1052,29.52,29.516,29.5106,29.513
12011,28.105371,29.52,29.516,29.5106,29.513
12021,28.105542,29.62,29.616,29.6106,29.613
12031,28.105713,29.52,29.516,29.5106,29.513
12041,28.105884,29.52,29.516,29.5106,29.513
12051,28.106055,29.52,29.516,29.5106,29.513
12061,28.106226,29.52,29.516,29.5106,29.513
12071,28.106397,29.52,29.516,29.5106,29.513
12081,28.106568,29.52,29.516,29.5106,29.513
12091,28.106739,29.52,29.516,29.5106,29.513
12101,28.10691,29.42,29.416,29.4106,29.413
12111,28.107081,29.52,29.516,29.5106,29.513
12121,28.107252,29.52,29.516,29.5106,29.513
12131,28.107423,29.52,29.516,29.5106,29.513
12141,28.107594,29.52,29.516,29.5106,29.513
12151,28.107765,29.52,29.516,29.5106,29.513
12161,28.107936,29.52,29.516,29.5106,29.513
12171,28.108107,29.52,29.516,29.5106,29.513
12181,28.108278,29.52,29.516,29.5106,29.513
12191,28.108449,29.52,29.516,29.5106,29.513
12201,28.10862,29.52,29.516,29.5106,29.513
12211,28.108791,29.52,29.516,29.5106,29.513
12221,28.108962,29.52,29.516,29.5106,29.513
12231,28.109133,29.52,29.516,29.5106,29.513
12241,28.109304,29.52,29.516,29.5106,29.513
12251,28.109475,29.62,29.616,29.6106,29.613
12261,28.109646,29.52,29.516,29.5106,29.513
12271,28.109817,29.52,29.516,29.5106,29.513
12281,28.109988,29.62,29.616,29.6106,29.613
12291,28.110159,29.52,29.516,29.5106,29.513
12301,28.11033,29.62,29.616,29.6106,29.613
12311,28.110501,29.62,29.616,29.6106,29.613
12321,28.110672,29.62,29.616,29.6106,29.613
12331,28.110843,29.62,29.616,29.6106,29.613
12341,28.111014,29.52,29.516,29.5106,29.513
12351,28.111185,29.52,29.516,29.5106,29.513
12361,28.111356,29.52,29.516,29.5106,29.513
12371,28.111527,29.52,29.516,29.5106,29.513
12381,28.111698,29.52,29.516,29.5106,29.513
12391,28.111869,29.52,29.516,29.5106,29.513
12401,28.11204,29.52,29.516,29.5106,29.513
12411,28.112211,29.52,29.516,29.5106,29.513
12421,28.112382,29.52,29.516,29.5106,29.513
12431,28.112553,29.52,29.516,29.5106,29.513
12441,28.112724,29.52,29.516,29.5106,29.513
12451,28.112895,29.52,29.516,29.5106,29.513
12461,28.113066,29.52,29.516,29.5106,29.513
12471,28.113237,29.52,29.516,29.5106,29.513
12481,28.113408,29.52,29.516,29.5106,29.513
12491,28.113579,29.52,29.516,29.5106,29.513
12501,28.11375,29.52,29.516,29.5106,29.513
12511,28.113921,29.52,29.516,29.5106,29.513
12521,28.114092,29.52,29.516,29.5106,29.513
12531,28.114263,29.52,29.516,29.5106,29.513
12541,28.114434,29.52,29.516,29.5106,29.513
12551,28.114605,29.62,29.616,29.6106,29.613
12561,28.114776,29.62,29.616,29.6106,29.613
12571,28.114947,29.62,29.616,29.6106,29.613
12581,28.115118,29.52,29.516,29.5106,29.513
12591,28.115289,29.52,29.516,29.5106,29.513
12601,28.11546,29.52,29.516,29.5106,29.513
12611,28.115631,29.52,29.516,29.5106,29.513
12621,28.115802,29.52,29.516,29.5106,29.513
12631,28.115973,29.52,29.516,29.5106,29.513
12641,28.116144,29.42,29.416,29.4106,29.413
12651,28.116315,29.52,29.516,29.5106,29.513
12661,28.116486,29.42,29.416,29.4106,29.413
12671,28.116657,29.52,29.516,29.5106,29.513
12681,28.116828,29.52,29.516,29.5106,29.513
12691,28.116999,29.52,29.516,29.5106,29.513
12701,28.11717,29.62,29.616,29.6106,29.613
12711,28.117341,29.62,29.616,29.6106,29.613
12721,28.117512,29.62,29.616,29.6106,29.613
12731,28.117683,29.62,29.616,29.6106,29.613
12741,28.117854,29.52,29.516,29.5106,29.513
12751,28.118025,29.62,29.616,29.6106,29.613
12761,28.118196,29.62,29.616,29.6106,29.613
12771,28.118367,29.62,29.616,29.6106,29.613
12781,28.118538,29.62,29.616,29.6106,29.613
12791,28.118709,29.52,29.516,29.5106,29.513
12801,28.11888,29.52,29.516,29.5106,29.513
12811,28.119051,29.52,29.516,29.5106,29.513
12821,28.119222,29.52,29.516,29.5106,29.513
12831,28.119393,29.52,29.516,29.5106,29.513
12841,28.119564,29.52,29.516,29.5106,29.513
12851,28.119735,29.52,29.516,29.5106,29.513
12861,28.119906,29.52,29.516,29.5106,29.513
12871,28.120077,29.62,29.616,29.6106,29.613
12881,28.120248,29.62,29.616,29.6106,29.613
12891,28.120419,29.62,29.616,29.6106,29.613
12901,28.12059,29.62,29.616,29.6106,29.613
12911,28.120761,29.52,29.516,29.5106,29.513
12921,28.120932,29.52,29.516,29.5106,29.513
12931,28.121103,30.25,30.246,30.2406,30.243
12941,28.121274,29.62,29.616,29.6106,29.613
12951,28.121445,29.62,29.616,29.6106,29.613
12961,28.121616,29.62,29.616,29.6106,29.613
12971,28.121787,29.62,29.616,29.6106,29.613
12981,28.121958,29.62,29.616,29.6106,29.613
12991,28.122129,29.62,29.616,29.6106,29.613
13001,28.1223,29.73,29.726,29.7206,29.723
13011,28.122471,29.73,29.726,29.7206,29.723
13021,28.122642,29.73,29.726,29.7206,29.723
13031,28.122813,29.73,29.726,29.7206,29.723
13041,28.122984,29.73,29.726,29.7206,29.723
13051,28.123155,29.62,29.616,29.6106,29.613
13061,28.123326,29.62,29.616,29.6106,29.613
13071,28.123497,29.62,29.616,29.6106,29.613
13081,28.123668,29.62,29.616,29.6106,29.613
13091,28.123839,29.62,29.616,29.6106,29.613
13101,28.12401,29.62,29.616,29.6106,29.613
13111,28.124181,29.62,29.616,29.6106,29.613
13121,28.124352,29.62,29.616,29.6106,29.613
13131,28.124523,29.62,29.616,29.6106,29.613
13141,28.124694,29.62,29.616,29.6106,29.613
13151,28.124865,29.62,29.616,29.6106,29.613
13161,28.125036,29.73,29.726,29.7206,29.723
13171,28.125207,29.73,29.726,29.7206,29.723
13181,28.125378,29.62,29.616,29.6106,29.613
13191,28.125549,29.62,29.616,29.6106,29.613
13201,28.12572,29.62,29.616,29.6106,29.613
13211,28.125891,29.62,29.616,29.6106,29.613
13221,28.126062,29.62,29.616,29.6106,29.613
13231,28.126233,29.62,29.616,29.6106,29.613
13241,28.126404,29.73,29.726,29.7206,29.723
13251,28.126575,29.73,29.726,29.7206,29.723
13261,28.126746,29.62,29.616,29.6106,29.613
13271,28.126917,29.62,29.616,29.6106,29.613
13281,28.127088,29.73,29.726,29.7206,29.723
13291,28.127259,29.62,29.616,29.6106,29.613
13301,28.12743,29.73,29.726,29.7206,29.723
13311,28.127601,29.73,29.726,29.7206,29.723
13321,28.127772,29.73,29.726,29.7206,29.723
13331,28.127943,29.73,29.726,29.7206,29.723
13341,28.128114,29.62,29.616,29.6106,29.613
13351,28.128285,29.62,29.616,29.6106,29.613
13361,28.128456,29.62,29.616,29.6106,29.613
13371,28.128627,29.62,29.616,29.6106,29.613
13381,28.128798,29.62,29.616,29.6106,29.613
13391,28.128969,29.62,29.616,29.6106,29.613
13401,28.12914,29.62,29.616,29.6106,29.613
13411,28.129311,29.62,29.616,29.6106,29.613
13421,28.129482,29.62,29.616,29.6106,29.613
13431,28.129653,29.73,29.726,29.7206,29.723
13441,28.129824,29.73,29.726,29.7206,29.723
13451,28.129995,29.62,29.616,29.6106,29.613
13461,28.130166,29.62,29.616,29.6106,29.613
13471,28.130337,29.62,29.616,29.6106,29.613
13481,28.130508,29.62,29.616,29.6106,29.613
13491,28.130679,29.62,29.616,29.6106,29.613
13501,28.13085,29.62,29.616,29.6106,29.613
13511,28.131021,29.62,29.616,29.6106,29.613
13521,28.131192,29.62,29.616,29.6106,29.613
13531,28.131363,29.62,29.616,29.6106,29.613
13541,28.131534,29.73,29.726,29.7206,29.723
13551,28.131705,29.73,29.726,29.7206,29.723
13561,28.131876,29.62,29.616,29.6106,29.613
13571,28.132047,29.73,29.726,29.7206,29.723
13581,28.132218,29.62,29.616,29.6106,29.613
13591,28.132389,29.62,29.616,29.6106,29.613
13601,28.13256,29.62,29.616,29.6106,29.613
13611,28.132731,29.73,29.726,29.7206,29.723
13621,28.132902,29.62,29.616,29.6106,29.613
13631,28.133073,29.62,29.616,29.6106,29.613
13641,28.133244,29.73,29.726,29.7206,29.723
13651,28.133415,29.73,29.726,29.7206,29.723
13661,28.133586,29.73,29.726,29.7206,29.723
13671,28.133757,29.73,29.726,29.7206,29.723
13681,28.133928,29.73,29.726,29.7206,29.723
13691,28.134099,29.62,29.616,29.6106,29.613
13701,28.13427,29.62,29.616,29.6106,29.613
13711,28.134441,29.62,29.616,29.6106,29.613
13721,28.134612,29.62,29.616,29.6106,29.613
13731,28.134783,29.73,29.726,29.7206,29.723
13741,28.134954,29.73,29.726,29.7206,29.723
13751,28.135125,29.62,29.616,29.6106,29.613
13761,28.135296,29.62,29.616,29.6106,29.613
13771,28.135467,29.62,29.616,29.6106,29.613
13781,28.135638,29.62,29.616,29.6106,29.613
13791,28.135809,29.62,29.616,29.6106,29.613
13801,28.13598,29.62,29.616,29.6106,29.613
13811,28.136151,29.62,29.616,29.6106,29.613
13821,28.136322,29.62,29.616,29.6106,29.613
13831,28.136493,29.62,29.616,29.6106,29.613
13841,28.136664,29.62,29.616,29.6106,29.613
13851,28.136835,29.62,29.616,29.6106,29.613
13861,28.137006,29.62,29.616,29.6106,29.613
13871,28.137177,29.62,29.616,29.6106,29.613
13881,28.137348,29.62,29.616,29.6106,29.613
13891,28.137519,29.62,29.616,29.6106,29.613
13901,28.13769,29.62,29.616,29.6106,29.613
13911,28.137861,29.62,29.616,29.6106,29.613
13921,28.138032,29.62,29.616,29.6106,29.613
13931,28.138203,29.62,29.616,29.6106,29.613
13941,28.138374,29.62,29.616,29.6106,29.613
13951,28.138545,29.62,29.616,29.6106,29.613
13961,28.138716,29.62,29.616,29.6106,29.613
13971,28.138887,29.62,29.616,29.6106,29.613
13981,28.139058,29.62,29.616,29.6106,29.613
13991,28.139229,29.62,29.616,29.6106,29.613
14001,28.1394,29.62,29.616,29.6106,29.613
14011,28.139571,29.62,29.616,29.6106,29.613
14021,28.139742,29.62,29.616,29.6106,29.613
14031,28.139913,29.62,29.616,29.6106,29.613
14041,28.140084,29.62,29.616,29.6106,29.613
14051,28.140255,29.62,29.616,29.6106,29.613
14061,28.140426,29.62,29.616,29.6106,29.613
14071,28.140597,29.62,29.616,29.6106,29.613
14081,28.140768,29.62,29.616,29.6106,29.613
14091,28.140939,29.62,29.616,29.6106,29.613
14101,28.14111,29.62,29.616,29.6106,29.613
14111,28.141281,29.62,29.616,29.6106,29.613
14121,28.141452,29.62,29.616,29.6106,29.613
14131,28.141623,29.62,29.616,29.6106,29.613
14141,28.141794,29.62,29.616,29.6106,29.613
14151,28.141965,29.62,29.616,29.6106,29.613
14161,28.142136,29.62,29.616,29.6106,29.613
14171,28.142307,29.52,29.516,29.5106,29.513
14181,28.142478,29.52,29.516,29.5106,29.513
14191,28.142649,29.62,29.616,29.6106,29.613
14201,28.14282,29.62,29.616,29.6106,29.613
14211,28.142991,29.62,29.616,29.6106,29.613
14221,28.143162,29.62,29.616,29.6106,29.613
14231,28.143333,29.62,29.616,29.6106,29.613
14241,28.143504,29.62,29.616,29.6106,29.613
14251,28.143675,29.62,29.616,29.6106,29.613
14261,28.143846,29.62,29.616,29.6106,29.613
14271,28.144017,29.62,29.616,29.6106,29.613
14281,28.144188,29.62,29.616,29.6106,29.613
14291,28.144359,29.62,29.616,29.6106,29.613
14301,28.14453,29.52,29.516,29.5106,29.513
14311,28.144701,29.52,29.516,29.5106,29.513
14321,28.144872,29.62,29.616,29.6106,29.613
14331,28.145043,29.62,29.616,29.6106,29.613
14341,28.145214,29.52,29.516,29.5106,29.513
14351,28.145385,29.62,29.616,29.6106,29.613
14361,28.145556,29.52,29.516,29.5106,29.513
14371,28.145727,29.52,29.516,29.5106,29.513
14381,28.145898,29.52,29.516,29.5106,29.513
14391,28.146069,29.62,29.616,29.6106,29.613
14401,28.14624,29.62,29.616,29.6106,29.613
14411,28.146411,29.62,29.616,29.6106,29.613
14421,28.146582,29.62,29.616,29.6106,29.613
14431,28.146753,29.62,29.616,29.6106,29.613
14441,28.146924,29.62,29.616,29.6106,29.613
14451,28.147095,29.62,29.616,29.6106,29.613
14461,28.147266,29.62,29.616,29.6106,29.613
14471,28.147437,29.62,29.616,29.6106,29.613
14481,28.147608,29.62,29.616,29.6106,29.613
14491,28.147779,29.62,29.616,29.6106,29.613
14501,28.14795,29.62,29.616,29.6106,29.613
14511,28.148121,29.62,29.616,29.6106,29.613
14521,28.148292,29.52,29.516,29.5106,29.513
14531,28.148463,29.62,29.616,29.6106,29.613
14541,28.148634,29.62,29.616,29.6106,29.613
14551,28.148805,29.62,29.616,29.6106,29.613
14561,28.148976,29.62,29.616,29.6106,29.613
14571,28.149147,29.62,29.616,29.6106,29.613
14581,28.149318,29.62,29.616,29.6106,29.613
14591,28.149489,29.62,29.616,29.6106,29.613
14601,28.14966,29.62,29.616,29.6106,29.613
14611,28.149831,29.62,29.616,29.6106,29.613
14621,28.150002,29.62,29.616,29.6106,29.613
14631,28.150173,29.62,29.616,29.6106,29.613
14641,28.150344,29.62,29.616,29.6106,29.613
14651,28.150515,29.62,29.616,29.6106,29.613
14661,28.150686,29.62,29.616,29.6106,29.613
14671,28.150857,29.62,29.616,29.6106,29.613
14681,28.151028,29.62,29.616,29.6106,29.613
14691,28.151199,29.62,29.616,29.6106,29.613
14701,28.15137,29.62,29.616,29.6106,29.613
14711,28.151541,29.52,29.516,29.5106,29.513
14721,28.151712,29.62,29.616,29.6106,29.613
14731,28.151883,29.62,29.616,29.6106,29.613
14741,28.152054,29.62,29.616,29.6106,29.613
14751,28.152225,29.62,29.616,29.6106,29.613
14761,28.152396,29.62,29.616,29.6106,29.613
14771,28.152567,29.62,29.616,29.6106,29.613
14781,28.152738,29.62,29.616,29.6106,29.613
14791,28.152909,29.62,29.616,29.6106,29.613
14801,28.15308,29.62,29.616,29.6106,29.613
14811,28.153251,29.62,29.616,29.6106,29.613
14821,28.153422,29.62,29.616,29.6106,29.613
14831,28.153593,29.62,29.616,29.6106,29.613
14841,28.153764,29.62,29.616,29.6106,29.613
14851,28.153935,29.62,29.616,29.6106,29.613
14861,28.154106,29.62,29.616,29.6106,29.613
14871,28.154277,29.52,29.516,29.5106,29.513
14881,28.154448,29.62,29.616,29.6106,29.613
14891,28.154619,29.52,29.516,29.5106,29.513
14901,28.15479,29.52,29.516,29.5106,29.513
14911,28.154961,29.52,29.516,29.5106,29.513
14921,28.155132,29.62,29.616,29.6106,29.613
14931,28.155303,29.52,29.516,29.5106,29.513
14941,28.155474,29.52,29.516,29.5106,29.513
14951,28.155645,29.62,29.616,29.6106,29.613
14961,28.155816,29.52,29.516,29.5106,29.513
14971,28.155987,29.62,29.616,29.6106,29.613
14981,28.156158,29.62,29.616,29.6106,29.613
14991,28.156329,29.62,29.616,29.6106,29.613
15001,28.1565,29.62,29.616,29.6106,29.613
15011,28.156671,29.62,29.616,29.6106,29.613
15021,28.156842,29.62,29.616,29.6106,29.613
15031,28.157013,29.62,29.616,29.6106,29.613
15041,28.157184,29.62,29.616,29.6106,29.613
15051,28.157355,29.62,29.616,29.6106,29.613
15061,28.157526,29.62,29.616,29.6106,29.613
15071,28.157697,29.62,29.616,29.6106,29.613
15081,28.157868,29.62,29.616,29.6106,29.613
15091,28.158039,29.62,29.616,29.6106,29.613
15101,28.15821,29.62,29.616,29.6106,29.613
15111,28.158381,29.62,29.616,29.6106,29.613
15121,28.158552,29.62,29.616,29.6106,29.613
15131,28.158723,29.62,29.616,29.6106,29.613
15141,28.158894,29.62,29.616,29.6106,29.613
15151,28.159065,29.62,29.616,29.6106,29.613
15161,28.159236,29.62,29.616,29.6106,29.613
15171,28.159407,29.62,29.616,29.6106,29.613
15181,28.159578,29.62,29.616,29.6106,29.613
15191,28.159749,29.62,29.616,29.6106,29.613
15201,28.15992,29.62,29.616,29.6106,29.613
15211,28.160091,29.62,29.616,29.6106,29.613
15221,28.160262,29.62,29.616,29.6106,29.613
15231,28.160433,29.62,29.616,29.6106,29.613
15241,28.160604,29.62,29.616,29.6106,29.613
15251,28.160775,29.62,29.616,29.6106,29.613
15261,28.160946,29.62,29.616,29.6106,29.613
15271,28.161117,29.62,29.616,29.6106,29.613
15281,28.161288,29.62,29.616,29.6106,29.613
15291,28.161459,29.62,29.616,29.6106,29.613
15301,28.16163,29.62,29.616,29.6106,29.613
15311,28.161801,29.62,29.616,29.6106,29.613
15321,28.161972,29.62,29.616,29.6106,29.613
15331,28.162143,29.62,29.616,29.6106,29.613
15341,28.162314,29.62,29.616,29.6106,29.613
15351,28.162485,29.62,29.616,29.6106,29.613
15361,28.162656,29.62,29.616,29.6106,29.613
15371,28.162827,29.62,29.616,29.6106,29.613
15381,28.162998,29.62,29.616,29.6106,29.613
15391,28.163169,29.62,29.616,29.6106,29.613
15401,28.16334,29.62,29.616,29.6106,29.613
15411,28.163511,29.62,29.616,29.6106,29.613
15421,28.163682,29.62,29.616,29.6106,29.613
15431,28.163853,29.62,29.616,29.6106,29.613
15441,28.164024,29.62,29.616,29.6106,29.613
15451,28.164195,29.62,29.616,29.6106,29.613
15461,28.164366,29.62,29.616,29.6106,29.613
15471,28.164537,29.62,29.616,29.6106,29.613
15481,28.164708,29.62,29.616,29.6106,29.613
15491,28.164879,29.62,29.616,29.6106,29.613
15501,28.16505,29.62,29.616,29.6106,29.613
15511,28.165221,29.73,29.726,29.7206,29.723
15521,28.165392,29.62,29.616,29.6106,29.613
15531,28.165563,29.62,29.616,29.6106,29.613
15541,28.165734,29.62,29.616,29.6106,29.613
15551,28.165905,29.62,29.616,29.6106,29.613
15561,28.166076,29.62,29.616,29.6106,29.613
15571,28.166247,29.62,29.616,29.6106,29.613
15581,28.166418,29.62,29.616,29.6106,29.613
15591,28.166589,29.62,29.616,29.6106,29.613
15601,28.16676,29.62,29.616,29.6106,29.613
15611,28.166931,29.62,29.616,29.6106,29.613
15621,28.167102,29.73,29.726,29.7206,29.723
15631,28.167273,29.73,29.726,29.7206,29.723
15641,28.167444,29.73,29.726,29.7206,29.723
15651,28.167615,29.62,29.616,29.6106,29.613
15661,28.167786,29.62,29.616,29.6106,29.613
15671,28.167957,29.62,29.616,29.6106,29.613
15681,28.168128,29.52,29.516,29.5106,29.513
15691,28.168299,29.52,29.516,29.5106,29.513
15701,28.16847,29.52,29.516,29.5106,29.513
15711,28.168641,29.52,29.516,29.5106,29.513
15721,28.168812,29.52,29.516,29.5106,29.513
15731,28.168983,29.52,29.516,29.5106,29.513
15741,28.169154,29.52,29.516,29.5106,29.513
15751,28.169325,29.52,29.516,29.5106,29.513
15761,28.169496,29.52,29.516,29.5106,29.513
15771,28.169667,29.42,29.416,29.4106,29.413
15781,28.169838,29.42,29.416,29.4106,29.413
15791,28.170009,29.52,29.516,29.5106,29.513
15801,28.17018,29.42,29.416,29.4106,29.413
15811,28.170351,29.42,29.416,29.4106,29.413
15821,28.170522,29.42,29.416,29.4106,29.413
15831,28.170693,29.42,29.416,29.4106,29.413
15841,28.170864,29.42,29.416,29.4106,29.413
15851,28.171035,29.42,29.416,29.4106,29.413
15861,28.171206,29.42,29.416,29.4106,29.413
15871,28.171377,29.42,29.416,29.4106,29.413
15881,28.171548,29.42,29.416,29.4106,29.413
15891,28.171719,29.42,29.416,29.4106,29.413
15901,28.17189,29.42,29.416,29.4106,29.413
15911,28.172061,29.52,29.516,29.5106,29.513
15921,28.172232,29.52,29.516,29.5106,29.513
15931,28.172403,29.52,29.516,29.5106,29.513
15941,28.172574,29.42,29.416,29.4106,29.413
15951,28.172745,29.42,29.416,29.4106,29.413
15961,28.172916,29.42,29.416,29.4106,29.413
15971,28.173087,29.42,29.416,29.4106,29.413
15981,28.173258,29.52,29.516,29.5106,29.513
15991,28.173429,29.52,29.516,29.5106,29.513
16001,28.1736,29.52,29.516,29.5106,29.513
16011,28.173771,29.52,29.516,29.5106,29.513
16021,28.173942,29.52,29.516,29.5106,29.513
16031,28.174113,29.52,29.516,29.5106,29.513
16041,28.174284,29.52,29.516,29.5106,29.513
16051,28.174455,29.52,29.516,29.5106,29.513
16061,28.174626,29.52,29.516,29.5106,29.513
16071,28.174797,29.52,29.516,29.5106,29.513
16081,28.174968,29.52,29.516,29.5106,29.513
16091,28.175139,29.52,29.516,29.5106,29.513
16101,28.17531,29.52,29.516,29.5106,29.513
16111,28.175481,29.52,29.516,29.5106,29.513
16121,28.175652,29.52,29.516,29.5106,29.513
16131,28.175823,29.52,29.516,29.5106,29.513
16141,28.175994,29.52,29.516,29.5106,29.513
16151,28.176165,29.42,29.416,29.4106,29.413
16161,28.176336,29.42,29.416,29.4106,29.413
16171,28.176507,29.42,29.416,29.4106,29.413
16181,28.176678,29.52,29.516,29.5106,29.513
16191,28.176849,29.52,29.516,29.5106,29.513
16201,28.17702,29.52,29.516,29.5106,29.513
16211,28.177191,29.52,29.516,29.5106,29.513
16221,28.177362,29.52,29.516,29.5106,29.513
16231,28.177533,29.52,29.516,29.5106,29.513
16241,28.177704,29.42,29.416,29.4106,29.413
16251,28.177875,29.42,29.416,29.4106,29.413
16261,28.178046,29.42,29.416,29.4106,29.413
16271,28.178217,29.42,29.416,29.4106,29.413
16281,28.178388,29.42,29.416,29.4106,29.413
16291,28.178559,29.42,29.416,29.4106,29.413
16301,28.17873,29.42,29.416,29.4106,29.413
16311,28.178901,29.42,29.416,29.4106,29.413
16321,28.179072,29.42,29.416,29.4106,29.413
16331,28.179243,29.42,29.416,29.4106,29.413
16341,28.179414,29.42,29.416,29.4106,29.413
16351,28.179585,29.42,29.416,29.4106,29.413
16361,28.179756,29.42,29.416,29.4106,29.413
16371,28.179927,29.42,29.416,29.4106,29.413
16381,28.180098,29.42,29.416,29.4106,29.413
16391,28.180269,29.42,29.416,29.4106,29.413
16401,28.18044,29.42,29.416,29.4106,29.413
16411,28.180611,29.42,29.416,29.4106,29.413
16421,28.180782,29.31,29.306,29.3006,29.303
16431,28.180953,29.42,29.416,29.4106,29.413
16441,28.181124,29.42,29.416,29.4106,29.413
16451,28.181295,29.42,29.416,29.4106,29.413
16461,28.181466,29.42,29.416,29.4106,29.413
16471,28.181637,29.42,29.416,29.4106,29.413
16481,28.181808,29.31,29.306,29.3006,29.303
16491,28.181979,29.31,29.306,29.3006,29.303
16501,28.18215,29.31,29.306,29.3006,29.303
16511,28.182321,29.31,29.306,29.3006,29.303
16521,28.182492,29.31,29.306,29.3006,29.303
16531,28.182663,29.31,29.306,29.3006,29.303
16541,28.182834,29.31,29.306,29.3006,29.303
16551,28.183005,29.21,29.206,29.2006,29.203
16561,28.183176,29.21,29.206,29.2006,29.203
16571,28.183347,29.21,29.206,29.2006,29.203
16581,28.183518,29.21,29.206,29.2006,29.203
16591,28.183689,29.21,29.206,29.2006,29.203
16601,28.18386,29.31,29.306,29.3006,29.303
16611,28.184031,29.31,29.306,29.3006,29.303
16621,28.184202,29.31,29.306,29.3006,29.303
16631,28.184373,29.31,29.306,29.3006,29.303
16641,28.184544,29.31,29.306,29.3006,29.303
16651,28.184715,29.31,29.306,29.3006,29.303
16661,28.184886,29.31,29.306,29.3006,29.303
16671,28.185057,29.31,29.306,29.3006,29.303
16681,28.185228,29.31,29.306,29.3006,29.303
16691,28.185399,29.31,29.306,29.3006,29.303
16701,28.18557,29.21,29.206,29.2006,29.203
16711,28.185741,29.21,29.206,29.2006,29.203
16721,28.185912,29.21,29.206,29.2006,29.203
16731,28.186083,29.21,29.206,29.2006,29.203
16741,28.186254,29.21,29.206,29.2006,29.203
16751,28.186425,29.21,29.206,29.2006,29.203
16761,28.186596,29.21,29.206,29.2006,29.203
16771,28.186767,29.31,29.306,29.3006,29.303
16781,28.186938,29.21,29.206,29.2006,29.203
16791,28.187109,29.21,29.206,29.2006,29.203
16801,28.18728,29.21,29.206,29.2006,29.203
16811,28.187451,29.21,29.206,29.2006,29.203
16821,28.187622,29.21,29.206,29.2006,29.203
16831,28.187793,29.21,29.206,29.2006,29.203
16841,28.187964,29.21,29.206,29.2006,29.203
16851,28.188135,29.21,29.206,29.2006,29.203
16861,28.188306,29.21,29.206,29.2006,29.203
16871,28.188477,29.21,29.206,29.2006,29.203
16881,28.188648,29.21,29.206,29.2006,29.203
16891,28.188819,29.21,29.206,29.2006,29.203
16901,28.18899,29.21,29.206,29.2006,29.203
16911,28.189161,29.31,29.306,29.3006,29.303
16921,28.189332,29.31,29.306,29.3006,29.303
16931,28.189503,29.31,29.306,29.3006,29.303
16941,28.189674,29.31,29.306,29.3006,29.303
16951,28.189845,29.21,29.206,29.2006,29.203
16961,28.190016,29.31,29.306,29.3006,29.303
16971,28.190187,29.31,29.306,29.3006,29.303
16981,28.190358,29.31,29.306,29.3006,29.303
16991,28.190529,29.31,29.306,29.3006,29.303
17001,28.1907,29.31,29.306,29.3006,29.303
17011,28.190871,29.21,29.206,29.2006,29.203
17021,28.191042,29.21,29.206,29.2006,29.203
17031,28.191213,29.21,29.206,29.2006,29.203
17041,28.191384,29.21,29.206,29.2006,29.203
17051,28.191555,29.21,29.206,29.2006,29.203
17061,28.191726,29.11,29.106,29.1006,29.103
17071,28.191897,29.11,29.106,29.1006,29.103
17081,28.192068,29.11,29.106,29.1006,29.103
17091,28.192239,29.11,29.106,29.1006,29.103
17101,28.19241,29.11,29.106,29.1006,29.103
17111,28.192581,29.11,29.106,29.1006,29.103
17121,28.192752,29.11,29.106,29.1006,29.103
17131,28.192923,29.11,29.106,29.1006,29.103
17141,28.193094,29.21,29.206,29.2006,29.203
17151,28.193265,29.21,29.206,29.2006,29.203
17161,28.193436,29.21,29.206,29.2006,29.203
17171,28.193607,29.21,29.206,29.2006,29.203
17181,28.193778,29.21,29.206,29.2006,29.203
17191,28.193949,29.21,29.206,29.2006,29.203
17201,28.19412,29.21,29.206,29.2006,29.203
17211,28.194291,29.21,29.206,29.2006,29.203
17221,28.194462,29.21,29.206,29.2006,29.203
17231,28.194633,29.21,29.206,29.2006,29.203
17241,28.194804,29.11,29.106,29.1006,29.103
