time,ambientTemperature,surfTemp100mA,surfTemp50mA,surfTemp30mA
1,27.1,28.8,28.797,28.792
11,27.10004,28.8,28.797,28.792
21,27.10008,28.8,28.797,28.792
31,27.10012,28.8,28.797,28.792
41,27.10016,28.9,28.897,28.892
51,27.1002,29,28.997,28.992
61,27.10024,29,28.997,28.992
71,27.10028,29,28.997,28.992
81,27.10032,28.8,28.797,28.792
91,27.10036,28.9,28.897,28.892
101,27.1004,28.9,28.897,28.892
111,27.10044,28.9,28.897,28.892
121,27.10048,28.9,28.897,28.892
131,27.10052,28.8,28.797,28.792
141,27.10056,28.8,28.797,28.792
151,27.1006,28.69,28.687,28.682
161,27.10064,28.8,28.797,28.792
171,27.10068,28.8,28.797,28.792
181,27.10072,28.8,28.797,28.792
191,27.10076,28.8,28.797,28.792
201,27.1008,28.69,28.687,28.682
211,27.10084,28.8,28.797,28.792
221,27.10088,28.8,28.797,28.792
231,27.10092,28.8,28.797,28.792
241,27.10096,28.8,28.797,28.792
251,27.101,28.9,28.897,28.892
261,27.10104,29,28.997,28.992
271,27.10108,28.9,28.897,28.892
281,27.10112,28.8,28.797,28.792
291,27.10116,28.9,28.897,28.892
301,27.1012,29,28.997,28.992
311,27.10124,29.21,29.207,29.202
321,27.10128,29.21,29.207,29.202
331,27.10132,29.21,29.207,29.202
341,27.10136,29.11,29.107,29.102
351,27.1014,29.11,29.107,29.102
361,27.10144,29.11,29.107,29.102
371,27.10148,29.11,29.107,29.102
381,27.10152,29.11,29.107,29.102
391,27.10156,29,28.997,28.992
401,27.1016,29.31,29.307,29.302
411,27.10164,20.55,20.547,20.542
421,27.10168,26.95,26.947,26.942
431,27.10172,28.38,28.377,28.372
441,27.10176,23.63,23.627,23.622
451,27.1018,25.23,25.227,25.222
461,27.10184,27.97,27.967,27.962
471,27.10188,29,28.997,28.992
481,27.10192,28.08,28.077,28.072
491,27.10196,27.67,27.667,27.662
501,27.102,28.28,28.277,28.272
511,27.10204,23.93,23.927,23.922
521,27.10208,28.28,28.277,28.272
531,27.10212,28.49,28.487,28.482
541,27.10216,28.9,28.897,28.892
551,27.1022,28.9,28.897,28.892
561,27.10224,24.33,24.327,24.322
571,27.10228,26.14,26.137,26.132
581,27.10232,27.56,27.557,27.552
591,27.10236,27.36,27.357,27.352
601,27.1024,20.55,20.547,20.542
611,27.10244,28.8,28.797,28.792
621,27.10248,27.56,27.557,27.552
631,27.10252,27.36,27.357,27.352
641,27.10256,28.49,28.487,28.482
651,27.1026,27.16,27.157,27.152
661,27.10264,24.83,24.827,24.822
671,27.10268,26.04,26.037,26.032
681,27.10272,26.65,26.647,26.642
691,27.10276,24.73,24.727,24.722
701,27.1028,29.11,29.107,29.102
711,27.10284,28.9,28.897,28.892
721,27.10288,28.8,28.797,28.792
731,27.10292,28.9,28.897,28.892
741,27.10296,28.38,28.377,28.372
751,27.103,24.03,24.027,24.022
761,27.10304,28.8,28.797,28.792
771,27.10308,27.36,27.357,27.352
781,27.10312,28.9,28.897,28.892
791,27.10316,28.8,28.797,28.792
801,27.1032,22.44,22.437,22.432
811,27.10324,27.46,27.457,27.452
821,27.10328,27.46,27.457,27.452
831,27.10332,27.46,27.457,27.452
841,27.10336,27.36,27.357,27.352
851,27.1034,27.36,27.357,27.352
861,27.10344,25.44,25.437,25.432
871,27.10348,23.83,23.827,23.822
881,27.10352,27.36,27.357,27.352
891,27.10356,27.16,27.157,27.152
901,27.1036,28.8,28.797,28.792
911,27.10364,28.59,28.587,28.582
921,27.10368,26.65,26.647,26.642
931,27.10372,26.24,26.237,26.232
941,27.10376,26.55,26.547,26.542
951,27.1038,28.8,28.797,28.792
961,27.10384,26.14,26.137,26.132
971,27.10388,25.44,25.437,25.432
981,27.10392,28.69,28.687,28.682
991,27.10396,28.9,28.897,28.892
1001,27.104,28.9,28.897,28.892
1011,27.10404,28.9,28.897,28.892
1021,27.10408,28.9,28.897,28.892
1031,27.10412,28.9,28.897,28.892
1041,27.10416,28.9,28.897,28.892
1051,27.1042,28.9,28.897,28.892
1061,27.10424,28.9,28.897,28.892
1071,27.10428,28.9,28.897,28.892
1081,27.10432,28.9,28.897,28.892
1091,27.10436,28.9,28.897,28.892
1101,27.1044,28.9,28.897,28.892
1111,27.10444,28.9,28.897,28.892
1121,27.10448,28.8,28.797,28.792
1131,27.10452,28.28,28.277,28.272
1141,27.10456,28.28,28.277,28.272
1151,27.1046,28.59,28.587,28.582
1161,27.10464,28.59,28.587,28.582
1171,27.10468,28.59,28.587,28.582
1181,27.10472,28.49,28.487,28.482
1191,27.10476,28.38,28.377,28.372
1201,27.1048,28.38,28.377,28.372
1211,27.10484,28.28,28.277,28.272
1221,27.10488,28.28,28.277,28.272
1231,27.10492,28.28,28.277,28.272
1241,27.10496,28.28,28.277,28.272
1251,27.105,28.28,28.277,28.272
1261,27.10504,28.28,28.277,28.272
1271,27.10508,28.18,28.177,28.172
1281,27.10512,28.18,28.177,28.172
1291,27.10516,28.18,28.177,28.172
1301,27.1052,28.18,28.177,28.172
1311,27.10524,28.08,28.077,28.072
1321,27.10528,28.18,28.177,28.172
1331,27.10532,28.08,28.077,28.072
1341,27.10536,28.08,28.077,28.072
1351,27.1054,28.08,28.077,28.072
1361,27.10544,28.08,28.077,28.072
1371,27.10548,28.08,28.077,28.072
1381,27.10552,28.08,28.077,28.072
1391,27.10556,28.28,28.277,28.272
1401,27.1056,28.28,28.277,28.272
1411,27.10564,28.28,28.277,28.272
1421,27.10568,28.28,28.277,28.272
1431,27.10572,28.28,28.277,28.272
1441,27.10576,28.18,28.177,28.172
1451,27.1058,28.18,28.177,28.172
1461,27.10584,28.28,28.277,28.272
1471,27.10588,28.28,28.277,28.272
1481,27.10592,28.18,28.177,28.172
1491,27.10596,28.28,28.277,28.272
1501,27.106,28.18,28.177,28.172
1511,27.10604,28.18,28.177,28.172
1521,27.10608,28.18,28.177,28.172
1531,27.10612,28.18,28.177,28.172
1541,27.10616,28.28,28.277,28.272
1551,27.1062,28.28,28.277,28.272
1561,27.10624,28.28,28.277,28.272
1571,27.10628,28.18,28.177,28.172
1581,27.10632,28.18,28.177,28.172
1591,27.10636,28.18,28.177,28.172
1601,27.1064,28.18,28.177,28.172
1611,27.10644,28.18,28.177,28.172
1621,27.10648,28.18,28.177,28.172
1631,27.10652,28.18,28.177,28.172
1641,27.10656,28.18,28.177,28.172
1651,27.1066,28.18,28.177,28.172
1661,27.10664,28.18,28.177,28.172
1671,27.10668,28.18,28.177,28.172
1681,27.10672,28.18,28.177,28.172
1691,27.10676,28.18,28.177,28.172
1701,27.1068,28.18,28.177,28.172
1711,27.10684,28.18,28.177,28.172
1721,27.10688,28.28,28.277,28.272
1731,27.10692,28.28,28.277,28.272
1741,27.10696,28.28,28.277,28.272
1751,27.107,28.28,28.277,28.272
1761,27.10704,28.28,28.277,28.272
1771,27.10708,28.18,28.177,28.172
1781,27.10712,28.18,28.177,28.172
1791,27.10716,28.18,28.177,28.172
1801,27.1072,28.18,28.177,28.172
1811,27.10724,28.18,28.177,28.172
1821,27.10728,28.18,28.177,28.172
1831,27.10732,28.18,28.177,28.172
1841,27.10736,28.18,28.177,28.172
1851,27.1074,28.18,28.177,28.172
1861,27.10744,28.18,28.177,28.172
1871,27.10748,28.18,28.177,28.172
1881,27.10752,28.18,28.177,28.172
1891,27.10756,28.18,28.177,28.172
1901,27.1076,28.18,28.177,28.172
1911,27.10764,28.18,28.177,28.172
1921,27.10768,28.18,28.177,28.172
1931,27.10772,28.18,28.177,28.172
1941,27.10776,28.18,28.177,28.172
1951,27.1078,28.28,28.277,28.272
1961,27.10784,28.28,28.277,28.272
1971,27.10788,28.18,28.177,28.172
1981,27.10792,28.18,28.177,28.172
1991,27.10796,28.18,28.177,28.172
2001,27.108,28.18,28.177,28.172
2011,27.10804,28.08,28.077,28.072
2021,27.10808,28.08,28.077,28.072
2031,27.10812,28.08,28.077,28.072
2041,27.10816,28.18,28.177,28.172
2051,27.1082,28.18,28.177,28.172
2061,27.10824,28.18,28.177,28.172
2071,27.10828,28.18,28.177,28.172
2081,27.10832,28.18,28.177,28.172
2091,27.10836,28.18,28.177,28.172
2101,27.1084,28.18,28.177,28.172
2111,27.10844,28.18,28.177,28.172
2121,27.10848,28.18,28.177,28.172
2131,27.10852,28.18,28.177,28.172
2141,27.10856,28.18,28.177,28.172
2151,27.1086,28.18,28.177,28.172
2161,27.10864,28.08,28.077,28.072
2171,27.10868,28.08,28.077,28.072
2181,27.10872,28.18,28.177,28.172
2191,27.10876,28.18,28.177,28.172
2201,27.1088,28.18,28.177,28.172
2211,27.10884,28.18,28.177,28.172
2221,27.10888,28.18,28.177,28.172
2231,27.10892,28.28,28.277,28.272
2241,27.10896,28.18,28.177,28.172
2251,27.109,28.18,28.177,28.172
2261,27.10904,28.18,28.177,28.172
2271,27.10908,28.18,28.177,28.172
2281,27.10912,28.18,28.177,28.172
2291,27.10916,28.18,28.177,28.172
2301,27.1092,28.18,28.177,28.172
2311,27.10924,28.18,28.177,28.172
2321,27.10928,28.18,28.177,28.172
2331,27.10932,28.18,28.177,28.172
2341,27.10936,28.18,28.177,28.172
2351,27.1094,28.18,28.177,28.172
2361,27.10944,28.18,28.177,28.172
2371,27.10948,28.18,28.177,28.172
2381,27.10952,28.18,28.177,28.172
2391,27.10956,28.08,28.077,28.072
2401,27.1096,28.08,28.077,28.072
2411,27.10964,28.08,28.077,28.072
2421,27.10968,28.08,28.077,28.072
2431,27.10972,28.08,28.077,28.072
2441,27.10976,28.08,28.077,28.072
2451,27.1098,28.18,28.177,28.172
2461,27.10984,28.18,28.177,28.172
2471,27.10988,28.08,28.077,28.072
2481,27.10992,28.08,28.077,28.072
2491,27.10996,28.08,28.077,28.072
2501,27.11,28.08,28.077,28.072
2511,27.11004,28.08,28.077,28.072
2521,27.11008,28.08,28.077,28.072
2531,27.11012,28.08,28.077,28.072
2541,27.11016,28.18,28.177,28.172
2551,27.1102,28.08,28.077,28.072
2561,27.11024,28.08,28.077,28.072
2571,27.11028,28.08,28.077,28.072
2581,27.11032,28.08,28.077,28.072
2591,27.11036,28.08,28.077,28.072
2601,27.1104,28.08,28.077,28.072
2611,27.11044,28.18,28.177,28.172
2621,27.11048,28.08,28.077,28.072
2631,27.11052,28.08,28.077,28.072
2641,27.11056,28.08,28.077,28.072
2651,27.1106,28.08,28.077,28.072
2661,27.11064,28.08,28.077,28.072
2671,27.11068,28.08,28.077,28.072
2681,27.11072,28.08,28.077,28.072
2691,27.11076,28.08,28.077,28.072
2701,27.1108,28.08,28.077,28.072
2711,27.11084,28.08,28.077,28.072
2721,27.11088,28.08,28.077,28.072
2731,27.11092,28.18,28.177,28.172
2741,27.11096,28.18,28.177,28.172
2751,27.111,28.08,28.077,28.072
2761,27.11104,28.08,28.077,28.072
2771,27.11108,28.08,28.077,28.072
2781,27.11112,28.08,28.077,28.072
2791,27.11116,28.08,28.077,28.072
2801,27.1112,28.08,28.077,28.072
2811,27.11124,28.08,28.077,28.072
2821,27.11128,28.08,28.077,28.072
2831,27.11132,28.08,28.077,28.072
2841,27.11136,28.08,28.077,28.072
2851,27.1114,28.08,28.077,28.072
2861,27.11144,28.08,28.077,28.072
2871,27.11148,28.08,28.077,28.072
2881,27.11152,28.08,28.077,28.072
2891,27.11156,28.08,28.077,28.072
2901,27.1116,28.08,28.077,28.072
2911,27.11164,28.18,28.177,28.172
2921,27.11168,28.08,28.077,28.072
2931,27.11172,28.08,28.077,28.072
2941,27.11176,28.18,28.177,28.172
2951,27.1118,28.08,28.077,28.072
2961,27.11184,28.08,28.077,28.072
2971,27.11188,28.08,28.077,28.072
2981,27.11192,28.08,28.077,28.072
2991,27.11196,28.08,28.077,28.072
3001,27.112,28.08,28.077,28.072
3011,27.11204,28.08,28.077,28.072
3021,27.11208,28.08,28.077,28.072
3031,27.11212,28.08,28.077,28.072
3041,27.11216,28.08,28.077,28.072
3051,27.1122,28.08,28.077,28.072
3061,27.11224,28.08,28.077,28.072
3071,27.11228,28.08,28.077,28.072
3081,27.11232,28.18,28.177,28.172
3091,27.11236,28.18,28.177,28.172
3101,27.1124,28.18,28.177,28.172
3111,27.11244,28.18,28.177,28.172
3121,27.11248,28.08,28.077,28.072
3131,27.11252,28.08,28.077,28.072
3141,27.11256,28.08,28.077,28.072
3151,27.1126,28.08,28.077,28.072
3161,27.11264,28.08,28.077,28.072
3171,27.11268,28.08,28.077,28.072
3181,27.11272,28.08,28.077,28.072
3191,27.11276,28.08,28.077,28.072
3201,27.1128,28.08,28.077,28.072
3211,27.11284,27.97,27.967,27.962
3221,27.11288,27.97,27.967,27.962
3231,27.11292,27.97,27.967,27.962
3241,27.11296,27.97,27.967,27.962
3251,27.113,27.97,27.967,27.962
3261,27.11304,27.97,27.967,27.962
3271,27.11308,28.18,28.177,28.172
3281,27.11312,28.18,28.177,28.172
3291,27.11316,28.18,28.177,28.172
3301,27.1132,28.08,28.077,28.072
3311,27.11324,28.08,28.077,28.072
3321,27.11328,28.08,28.077,28.072
3331,27.11332,28.08,28.077,28.072
3341,27.11336,28.08,28.077,28.072
3351,27.1134,28.08,28.077,28.072
3361,27.11344,28.08,28.077,28.072
3371,27.11348,28.08,28.077,28.072
3381,27.11352,28.08,28.077,28.072
3391,27.11356,28.08,28.077,28.072
3401,27.1136,28.18,28.177,28.172
3411,27.11364,28.18,28.177,28.172
3421,27.11368,28.18,28.177,28.172
3431,27.11372,28.18,28.177,28.172
3441,27.11376,28.18,28.177,28.172
3451,27.1138,28.18,28.177,28.172
3461,27.11384,28.08,28.077,28.072
3471,27.11388,28.08,28.077,28.072
3481,27.11392,27.97,27.967,27.962
3491,27.11396,27.97,27.967,27.962
3501,27.114,27.97,27.967,27.962
3511,27.11404,27.97,27.967,27.962
3521,27.11408,27.97,27.967,27.962
3531,27.11412,27.97,27.967,27.962
3541,27.11416,27.97,27.967,27.962
3551,27.1142,27.97,27.967,27.962
3561,27.11424,27.97,27.967,27.962
3571,27.11428,27.97,27.967,27.962
3581,27.11432,28.08,28.077,28.072
3591,27.11436,28.08,28.077,28.072
3601,27.1144,28.08,28.077,28.072
3611,27.11444,27.97,27.967,27.962
3621,27.11448,27.97,27.967,27.962
3631,27.11452,27.97,27.967,27.962
3641,27.11456,27.97,27.967,27.962
3651,27.1146,27.97,27.967,27.962
3661,27.11464,27.97,27.967,27.962
3671,27.11468,27.97,27.967,27.962
3681,27.11472,27.97,27.967,27.962
3691,27.11476,27.97,27.967,27.962
3701,27.1148,27.97,27.967,27.962
3711,27.11484,28.08,28.077,28.072
3721,27.11488,28.08,28.077,28.072
3731,27.11492,28.08,28.077,28.072
3741,27.11496,28.08,28.077,28.072
3751,27.115,28.08,28.077,28.072
3761,27.11504,28.08,28.077,28.072
3771,27.11508,28.08,28.077,28.072
3781,27.11512,28.08,28.077,28.072
3791,27.11516,28.08,28.077,28.072
3801,27.1152,28.08,28.077,28.072
3811,27.11524,28.08,28.077,28.072
3821,27.11528,28.08,28.077,28.072
3831,27.11532,28.08,28.077,28.072
3841,27.11536,28.08,28.077,28.072
3851,27.1154,28.08,28.077,28.072
3861,27.11544,28.08,28.077,28.072
3871,27.11548,28.08,28.077,28.072
3881,27.11552,28.08,28.077,28.072
3891,27.11556,28.08,28.077,28.072
3901,27.1156,28.08,28.077,28.072
3911,27.11564,28.08,28.077,28.072
3921,27.11568,28.08,28.077,28.072
3931,27.11572,28.08,28.077,28.072
3941,27.11576,28.18,28.177,28.172
3951,27.1158,28.18,28.177,28.172
3961,27.11584,28.18,28.177,28.172
3971,27.11588,28.18,28.177,28.172
3981,27.11592,28.08,28.077,28.072
3991,27.11596,27.97,27.967,27.962
4001,27.116,28.08,28.077,28.072
4011,27.11604,28.08,28.077,28.072
4021,27.11608,28.08,28.077,28.072
4031,27.11612,28.08,28.077,28.072
4041,27.11616,28.08,28.077,28.072
4051,27.1162,28.08,28.077,28.072
4061,27.11624,28.08,28.077,28.072
4071,27.11628,27.97,27.967,27.962
4081,27.11632,27.97,27.967,27.962
4091,27.11636,27.97,27.967,27.962
4101,27.1164,27.97,27.967,27.962
4111,27.11644,27.97,27.967,27.962
4121,27.11648,27.97,27.967,27.962
4131,27.11652,27.97,27.967,27.962
4141,27.11656,28.08,28.077,28.072
4151,27.1166,27.97,27.967,27.962
4161,27.11664,27.97,27.967,27.962
4171,27.11668,27.97,27.967,27.962
4181,27.11672,28.08,28.077,28.072
4191,27.11676,28.08,28.077,28.072
4201,27.1168,28.08,28.077,28.072
4211,27.11684,28.08,28.077,28.072
4221,27.11688,28.08,28.077,28.072
4231,27.11692,28.08,28.077,28.072
4241,27.11696,27.97,27.967,27.962
4251,27.117,28.08,28.077,28.072
4261,27.11704,28.08,28.077,28.072
4271,27.11708,27.97,27.967,27.962
4281,27.11712,28.08,28.077,28.072
4291,27.11716,28.08,28.077,28.072
4301,27.1172,28.08,28.077,28.072
4311,27.11724,27.97,27.967,27.962
4321,27.11728,28.08,28.077,28.072
4331,27.11732,28.08,28.077,28.072
4341,27.11736,28.08,28.077,28.072
4351,27.1174,27.97,27.967,27.962
4361,27.11744,27.97,27.967,27.962
4371,27.11748,28.08,28.077,28.072
4381,27.11752,28.08,28.077,28.072
4391,27.11756,28.08,28.077,28.072
4401,27.1176,28.08,28.077,28.072
4411,27.11764,28.08,28.077,28.072
4421,27.11768,28.08,28.077,28.072
4431,27.11772,28.08,28.077,28.072
4441,27.11776,28.08,28.077,28.072
4451,27.1178,27.97,27.967,27.962
4461,27.11784,27.97,27.967,27.962
4471,27.11788,27.97,27.967,27.962
4481,27.11792,27.97,27.967,27.962
4491,27.11796,27.97,27.967,27.962
4501,27.118,27.97,27.967,27.962
4511,27.11804,28.08,28.077,28.072
4521,27.11808,27.97,27.967,27.962
4531,27.11812,28.08,28.077,28.072
4541,27.11816,28.08,28.077,28.072
4551,27.1182,28.08,28.077,28.072
4561,27.11824,28.18,28.177,28.172
4571,27.11828,28.08,28.077,28.072
4581,27.11832,28.08,28.077,28.072
4591,27.11836,28.08,28.077,28.072
4601,27.1184,28.08,28.077,28.072
4611,27.11844,28.08,28.077,28.072
4621,27.11848,28.08,28.077,28.072
4631,27.11852,28.08,28.077,28.072
4641,27.11856,28.08,28.077,28.072
4651,27.1186,28.08,28.077,28.072
4661,27.11864,28.08,28.077,28.072
4671,27.11868,28.08,28.077,28.072
4681,27.11872,28.08,28.077,28.072
4691,27.11876,28.08,28.077,28.072
4701,27.1188,28.08,28.077,28.072
4711,27.11884,28.08,28.077,28.072
4721,27.11888,28.08,28.077,28.072
4731,27.11892,28.08,28.077,28.072
4741,27.11896,27.97,27.967,27.962
4751,27.119,28.08,28.077,28.072
4761,27.11904,28.08,28.077,28.072
4771,27.11908,28.08,28.077,28.072
4781,27.11912,28.08,28.077,28.072
4791,27.11916,27.97,27.967,27.962
4801,27.1192,27.97,27.967,27.962
4811,27.11924,27.97,27.967,27.962
4821,27.11928,27.97,27.967,27.962
4831,27.11932,27.97,27.967,27.962
4841,27.11936,27.97,27.967,27.962
4851,27.1194,27.97,27.967,27.962
4861,27.11944,27.97,27.967,27.962
4871,27.11948,27.97,27.967,27.962
4881,27.11952,27.97,27.967,27.962
4891,27.11956,28.08,28.077,28.072
4901,27.1196,27.97,27.967,27.962
4911,27.11964,28.08,28.077,28.072
4921,27.11968,28.18,28.177,28.172
4931,27.11972,28.18,28.177,28.172
4941,27.11976,28.08,28.077,28.072
4951,27.1198,28.08,28.077,28.072
4961,27.11984,28.08,28.077,28.072
4971,27.11988,28.08,28.077,28.072
4981,27.11992,28.08,28.077,28.072
4991,27.11996,27.97,27.967,27.962
5001,27.12,27.97,27.967,27.962
5011,27.12004,27.97,27.967,27.962
5021,27.12008,27.97,27.967,27.962
5031,27.12012,27.97,27.967,27.962
5041,27.12016,27.97,27.967,27.962
5051,27.1202,27.97,27.967,27.962
5061,27.12024,27.97,27.967,27.962
5071,27.12028,27.97,27.967,27.962
5081,27.12032,27.97,27.967,27.962
5091,27.12036,27.97,27.967,27.962
5101,27.1204,27.97,27.967,27.962
5111,27.12044,28.08,28.077,28.072
5121,27.12048,28.08,28.077,28.072
5131,27.12052,28.08,28.077,28.072
5141,27.12056,28.08,28.077,28.072
5151,27.1206,28.08,28.077,28.072
5161,27.12064,28.18,28.177,28.172
5171,27.12068,28.18,28.177,28.172
5181,27.12072,28.08,28.077,28.072
5191,27.12076,28.08,28.077,28.072
5201,27.1208,28.08,28.077,28.072
5211,27.12084,27.97,27.967,27.962
5221,27.12088,27.97,27.967,27.962
5231,27.12092,27.97,27.967,27.962
5241,27.12096,28.08,28.077,28.072
5251,27.121,28.18,28.177,28.172
5261,27.12104,28.08,28.077,28.072
5271,27.12108,28.08,28.077,28.072
5281,27.12112,27.97,27.967,27.962
5291,27.12116,27.97,27.967,27.962
5301,27.1212,27.87,27.867,27.862
5311,27.12124,27.87,27.867,27.862
5321,27.12128,27.87,27.867,27.862
5331,27.12132,27.87,27.867,27.862
5341,27.12136,27.87,27.867,27.862
5351,27.1214,27.87,27.867,27.862
5361,27.12144,27.87,27.867,27.862
5371,27.12148,27.87,27.867,27.862
5381,27.12152,27.87,27.867,27.862
5391,27.12156,27.87,27.867,27.862
5401,27.1216,27.87,27.867,27.862
5411,27.12164,27.87,27.867,27.862
5421,27.12168,27.87,27.867,27.862
5431,27.12172,27.87,27.867,27.862
5441,27.12176,27.97,27.967,27.962
5451,27.1218,27.97,27.967,27.962
5461,27.12184,27.97,27.967,27.962
5471,27.12188,27.97,27.967,27.962
5481,27.12192,27.97,27.967,27.962
5491,27.12196,28.08,28.077,28.072
5501,27.122,28.08,28.077,28.072
5511,27.12204,28.08,28.077,28.072
5521,27.12208,27.97,27.967,27.962
5531,27.12212,27.97,27.967,27.962
5541,27.12216,27.97,27.967,27.962
5551,27.1222,27.87,27.867,27.862
5561,27.12224,27.87,27.867,27.862
5571,27.12228,27.97,27.967,27.962
5581,27.12232,27.97,27.967,27.962
5591,27.12236,27.97,27.967,27.962
5601,27.1224,27.97,27.967,27.962
5611,27.12244,27.87,27.867,27.862
5621,27.12248,27.97,27.967,27.962
5631,27.12252,27.97,27.967,27.962
5641,27.12256,27.87,27.867,27.862
5651,27.1226,27.87,27.867,27.862
5661,27.12264,27.97,27.967,27.962
5671,27.12268,27.97,27.967,27.962
5681,27.12272,27.97,27.967,27.962
5691,27.12276,27.97,27.967,27.962
5701,27.1228,27.97,27.967,27.962
5711,27.12284,27.97,27.967,27.962
5721,27.12288,27.87,27.867,27.862
5731,27.12292,27.87,27.867,27.862
5741,27.12296,27.97,27.967,27.962
5751,27.123,28.08,28.077,28.072
5761,27.12304,28.08,28.077,28.072
5771,27.12308,28.08,28.077,28.072
5781,27.12312,28.08,28.077,28.072
5791,27.12316,27.97,27.967,27.962
5801,27.1232,27.87,27.867,27.862
5811,27.12324,27.87,27.867,27.862
5821,27.12328,27.97,27.967,27.962
5831,27.12332,27.97,27.967,27.962
5841,27.12336,27.97,27.967,27.962
5851,27.1234,27.97,27.967,27.962
5861,27.12344,27.97,27.967,27.962
5871,27.12348,27.87,27.867,27.862
5881,27.12352,27.87,27.867,27.862
5891,27.12356,27.87,27.867,27.862
5901,27.1236,27.77,27.767,27.762
5911,27.12364,27.77,27.767,27.762
5921,27.12368,27.77,27.767,27.762
5931,27.12372,27.87,27.867,27.862
5941,27.12376,27.77,27.767,27.762
5951,27.1238,27.77,27.767,27.762
5961,27.12384,27.67,27.667,27.662
5971,27.12388,27.67,27.667,27.662
5981,27.12392,27.77,27.767,27.762
5991,27.12396,27.87,27.867,27.862
6001,27.124,27.87,27.867,27.862
6011,27.12404,27.87,27.867,27.862
6021,27.12408,27.87,27.867,27.862
6031,27.12412,27.87,27.867,27.862
6041,27.12416,27.87,27.867,27.862
6051,27.1242,27.97,27.967,27.962
6061,27.12424,27.87,27.867,27.862
6071,27.12428,27.97,27.967,27.962
6081,27.12432,27.87,27.867,27.862
6091,27.12436,27.87,27.867,27.862
6101,27.1244,27.87,27.867,27.862
6111,27.12444,27.87,27.867,27.862
6121,27.12448,27.87,27.867,27.862
6131,27.12452,27.77,27.767,27.762
6141,27.12456,27.77,27.767,27.762
6151,27.1246,27.77,27.767,27.762
6161,27.12464,27.77,27.767,27.762
6171,27.12468,27.77,27.767,27.762
6181,27.12472,27.77,27.767,27.762
6191,27.12476,27.77,27.767,27.762
6201,27.1248,27.77,27.767,27.762
6211,27.12484,27.77,27.767,27.762
6221,27.12488,27.77,27.767,27.762
6231,27.12492,27.77,27.767,27.762
6241,27.12496,27.77,27.767,27.762
6251,27.125,27.77,27.767,27.762
6261,27.12504,27.77,27.767,27.762
6271,27.12508,27.77,27.767,27.762
6281,27.12512,27.87,27.867,27.862
6291,27.12516,27.87,27.867,27.862
6301,27.1252,27.77,27.767,27.762
6311,27.12524,27.77,27.767,27.762
6321,27.12528,27.77,27.767,27.762
6331,27.12532,27.77,27.767,27.762
6341,27.12536,27.77,27.767,27.762
6351,27.1254,27.77,27.767,27.762
6361,27.12544,27.77,27.767,27.762
6371,27.12548,27.77,27.767,27.762
6381,27.12552,27.77,27.767,27.762
6391,27.12556,27.77,27.767,27.762
6401,27.1256,27.77,27.767,27.762
6411,27.12564,27.67,27.667,27.662
6421,27.12568,27.67,27.667,27.662
6431,27.12572,27.77,27.767,27.762
6441,27.12576,27.77,27.767,27.762
6451,27.1258,27.77,27.767,27.762
6461,27.12584,27.77,27.767,27.762
6471,27.12588,27.77,27.767,27.762
6481,27.12592,27.77,27.767,27.762
6491,27.12596,27.77,27.767,27.762
6501,27.126,27.77,27.767,27.762
6511,27.12604,27.77,27.767,27.762
6521,27.12608,27.77,27.767,27.762
6531,27.12612,27.77,27.767,27.762
6541,27.12616,27.77,27.767,27.762
6551,27.1262,27.67,27.667,27.662
6561,27.12624,27.67,27.667,27.662
6571,27.12628,27.77,27.767,27.762
6581,27.12632,27.77,27.767,27.762
6591,27.12636,27.77,27.767,27.762
6601,27.1264,27.77,27.767,27.762
6611,27.12644,27.87,27.867,27.862
6621,27.12648,27.77,27.767,27.762
6631,27.12652,27.87,27.867,27.862
6641,27.12656,27.87,27.867,27.862
6651,27.1266,27.87,27.867,27.862
6661,27.12664,27.77,27.767,27.762
6671,27.12668,27.77,27.767,27.762
6681,27.12672,27.77,27.767,27.762
6691,27.12676,27.77,27.767,27.762
6701,27.1268,27.77,27.767,27.762
6711,27.12684,27.77,27.767,27.762
6721,27.12688,27.77,27.767,27.762
6731,27.12692,27.77,27.767,27.762
6741,27.12696,27.77,27.767,27.762
6751,27.127,27.77,27.767,27.762
6761,27.12704,27.77,27.767,27.762
6771,27.12708,27.77,27.767,27.762
6781,27.12712,27.77,27.767,27.762
6791,27.12716,27.77,27.767,27.762
6801,27.1272,27.67,27.667,27.662
6811,27.12724,27.67,27.667,27.662
6821,27.12728,27.77,27.767,27.762
6831,27.12732,27.77,27.767,27.762
6841,27.12736,27.77,27.767,27.762
6851,27.1274,27.77,27.767,27.762
6861,27.12744,27.67,27.667,27.662
6871,27.12748,27.67,27.667,27.662
6881,27.12752,27.77,27.767,27.762
6891,27.12756,27.77,27.767,27.762
6901,27.1276,27.77,27.767,27.762
6911,27.12764,27.87,27.867,27.862
6921,27.12768,27.87,27.867,27.862
6931,27.12772,27.77,27.767,27.762
6941,27.12776,27.77,27.767,27.762
6951,27.1278,27.77,27.767,27.762
6961,27.12784,27.77,27.767,27.762
6971,27.12788,27.77,27.767,27.762
6981,27.12792,27.77,27.767,27.762
6991,27.12796,27.77,27.767,27.762
7001,27.128,27.77,27.767,27.762
7011,27.12804,27.77,27.767,27.762
7021,27.12808,27.77,27.767,27.762
7031,27.12812,27.77,27.767,27.762
7041,27.12816,27.77,27.767,27.762
